,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
311000,2020-10-17 16:43:32,4810839835482794272,"fraud_Pouros, Walker and Spencer",kids_pets,10.79,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,1985-08-31,155a32c2534ac51527297c26a2c8f995,1382028212,37.630103000000005,-93.153184,0
311001,2020-10-17 16:43:47,180018375329178,"fraud_Pouros, Walker and Spencer",kids_pets,107.04,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,34bc2a16ef7f208f62d5568e1e6f176b,1382028227,43.23227,-83.337271,0
311002,2020-10-17 16:44:13,374238209524200,fraud_Swift PLC,kids_pets,48.04,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,1942-04-03,3a440989047513f1554ff6da5c26c785,1382028253,44.737834,-121.21235300000001,0
311003,2020-10-17 16:44:20,6011399591920186,fraud_Kilback Group,food_dining,7.95,Maria,Roy,F,58665 Nicholas Ford Suite 348,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,1973-10-14,04d6c3d8194137bc7957080200870f6e,1382028260,42.94875,-72.757364,0
311004,2020-10-17 16:44:21,4996263498048679,fraud_Prosacco LLC,personal_care,47.15,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,8d43b383c7c93f3fa0661e3577462aca,1382028261,42.782069,-124.71288600000001,0
311005,2020-10-17 16:45:41,4003989662068504,"fraud_McDermott, Osinski and Morar",home,44.08,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,a3b392cbf88b389b8a7bd05cf2dc5d93,1382028341,33.615666999999995,-87.126452,0
311006,2020-10-17 16:46:32,3529597930342630,fraud_Bechtelar-Rippin,food_dining,1.43,Melissa,Rodriguez,F,81708 Christopher Plaza,Jordanville,NY,13361,42.8948,-74.8209,824,Travel agency manager,1985-09-01,fc3037d1c7b50244f78140ff8528f6fd,1382028392,43.797782,-74.576791,0
311007,2020-10-17 16:46:45,4783226709001,fraud_Daugherty LLC,kids_pets,3.78,Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,1961-04-22,5fd15a0b21a53713b625bc3e448d9c98,1382028405,37.783961,-100.401274,0
311008,2020-10-17 16:48:06,4377338765909719,fraud_Klein Group,entertainment,1.23,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,aeaf05eefa50ff15377d687ce9c44823,1382028486,35.472729,-83.564123,0
311009,2020-10-17 16:48:21,6011109736646996,fraud_Leannon-Ward,food_dining,44.58,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,702027fef103edab88187b7f6c859453,1382028501,35.072408,-77.186099,0
311010,2020-10-17 16:48:22,341546199006537,fraud_Gaylord-Powlowski,home,21.21,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,d371e9ae9689334e7e5faa557eb61712,1382028502,65.56705699999999,-165.684116,0
311011,2020-10-17 16:49:18,4561368699336875,fraud_Schoen-Quigley,kids_pets,32.32,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1988-11-01,d09b655156da7dd92cd6e8bc3bf42aef,1382028558,34.593291,-81.573435,0
311012,2020-10-17 16:49:46,180036456789979,"fraud_Ruecker, Beer and Collier",shopping_net,8.48,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,56172a3070d6d04541c4e11dbd9d7eec,1382028586,42.13491,-90.647266,0
