,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
307000,2020-10-15 14:07:31,4265776278887457,fraud_Brown Inc,kids_pets,48.97,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1954-01-05,11a43b948c27336c59288dbec8b42761,1381846051,35.82054,-93.042288,0
307001,2020-10-15 14:07:43,30030380240193,fraud_Thompson-Gleason,health_fitness,74.23,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,a7eb9760442dfa6fe1fdfe533389feb4,1381846063,29.963807,-100.210355,0
307002,2020-10-15 14:07:48,343472729187663,fraud_Johns-Hoeger,entertainment,30.53,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",1971-08-05,edc744491c48aa41b38f7a22b468e16d,1381846068,44.01512,-71.928574,0
307003,2020-10-15 14:08:47,4904681492230012,fraud_Connelly-Carter,home,28.83,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,07b6d83cd5627d8e9cd92ccc0a34f715,1381846127,41.670405,-74.836104,0
307004,2020-10-15 14:09:44,6011504998544485,fraud_Bahringer Group,health_fitness,104.92,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,cad0852354232a63ebdbe67e27271223,1381846184,31.854662,-86.54464499999999,0
307005,2020-10-15 14:10:23,4158758517677931,"fraud_Reichert, Rowe and Mraz",shopping_net,2.66,Dawn,Cox,F,193 Catherine Ways,Hills,MN,56138,43.5335,-96.3645,899,Data scientist,1995-01-15,b6b195527378e5be8e2bf8112a723a14,1381846223,44.294375,-96.024203,0
307006,2020-10-15 14:11:51,6534628260579800,fraud_Dare-Gibson,health_fitness,95.84,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,b0d409e7f12e817416c80039b8e38aa2,1381846311,45.292651,-72.668876,0
307007,2020-10-15 14:12:09,3521417320836166,fraud_Swift PLC,kids_pets,31.3,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849000000000004,-86.272,910148,Firefighter,1975-11-30,1e6a72d9148a498157cbae2ec0104403,1381846329,40.471653,-86.490169,0
307008,2020-10-15 14:12:47,501899453424,"fraud_Becker, Harris and Harvey",personal_care,75.63,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1970-01-08,73b1408e2159cbbe7d02bf1154e3f327,1381846367,33.500732,-85.314684,0
307009,2020-10-15 14:13:28,3517527805128735,"fraud_Becker, Harris and Harvey",personal_care,15.88,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,1a152847b4f6bee5a4f68cac82e90d03,1381846408,41.426731,-87.217237,0
