,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
301000,2020-10-12 20:12:56,4992346398065154184,fraud_O'Hara-Wilderman,food_dining,65.66,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,f7d9d9ae631b9f139ee6ebfd729992eb,1381608776,41.462888,-88.546616,0
301001,2020-10-12 20:13:04,4560395181594436016,"fraud_Kilback, Nitzsche and Leffler",travel,2.15,Angela,Taylor,F,6343 Ramirez Skyway Apt. 518,Lakeport,CA,95453,39.047,-122.9328,11256,Podiatrist,1972-10-18,46b8e67c0b861c9ff54af405c0042f1e,1381608784,38.843429,-122.797903,0
301002,2020-10-12 20:13:30,4471568287204,fraud_Ruecker-Mayert,kids_pets,18.73,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,0b238658234df3802f330126272ca60d,1381608810,36.668678,-80.110844,0
301003,2020-10-12 20:13:32,6538891242532018,fraud_Rolfson-Kunde,personal_care,37.81,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,c041b770280a4974a2b05c1d83f031f1,1381608812,35.664319,-90.237778,0
301004,2020-10-12 20:13:55,4063094974360571498,fraud_Graham and Sons,health_fitness,22.05,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,fab7363776e85c9033a99750781e985c,1381608835,41.694348,-112.87053,0
301005,2020-10-12 20:14:05,630424987505,fraud_Hudson-Grady,shopping_pos,5.34,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,8956d76bd35000a571d56a9fdd4102d8,1381608845,40.041463,-79.72109300000001,0
301006,2020-10-12 20:14:06,2512312531485080,fraud_Rau-Grant,kids_pets,83.41,John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",1956-10-08,b465f0fabafda3b5394a2bddbdea7b2a,1381608846,42.621721,-83.923948,0
301007,2020-10-12 20:14:12,675945690716,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,3.57,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,c595fb4b770b062fc59aaaa641355594,1381608852,41.524967,-80.200682,0
301008,2020-10-12 20:14:13,4997733566924489,fraud_Lubowitz-Walter,kids_pets,12.11,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,959470b63dc9a0ae8b7a0a2fac3344d2,1381608853,44.052953,-93.856555,0
301009,2020-10-12 20:14:18,3549202406645667,fraud_Lynch-Wisozk,home,71.1,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,a8411dac8a1fa774fbe472dc080082c6,1381608858,42.874634,-69.641966,0
301010,2020-10-12 20:15:08,4550599031376731,fraud_Monahan-Morar,personal_care,104.15,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,1968-05-29,6ab034f01dde853e2e722d74f9246c20,1381608908,39.812686,-82.644056,0
301011,2020-10-12 20:15:15,4716561796955522,"fraud_Streich, Rolfson and Wilderman",kids_pets,4.64,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,b0869fc557f02d681b557de256b99f18,1381608915,47.642651,-112.60495700000001,0
301012,2020-10-12 20:15:15,6011724471098086,"fraud_Larkin, Stracke and Greenfelder",entertainment,36.47,Ann,Lawson,F,144 Evans Islands Apt. 683,Burbank,WA,99323,46.1966,-118.9017,3684,Musician,1981-11-29,7550e381c38f1e0c10830aaf341ca30f,1381608915,46.234674,-119.612449,0
301013,2020-10-12 20:15:18,4736845434667908128,fraud_Ratke and Sons,health_fitness,26.77,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,8b2fbbf4827135bd29b786e0d206d543,1381608918,45.181319,-73.09164,0
301014,2020-10-12 20:15:54,3553629419254918,fraud_Stark-Batz,entertainment,33.49,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,83bdc334cbd9fbc307ae1ccd399e3ac9,1381608954,48.786369,-123.08573,0
301015,2020-10-12 20:15:56,378006354724784,fraud_Collier LLC,home,85.77,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,1982-01-07,2942cf02a9739d28648c9dd66e655c9a,1381608956,37.590649,-78.13865600000001,0
301016,2020-10-12 20:17:01,501802953619,"fraud_McDermott, Osinski and Morar",home,40.55,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,8c4f329f9cf8ec4ac690f54c4a0c7c08,1381609021,41.191596000000004,-121.976478,0
301017,2020-10-12 20:17:16,372520049757633,fraud_Romaguera Ltd,health_fitness,3.67,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,9b02cecfd97279532ab67dff2e946431,1381609036,49.202715999999995,-94.099173,0
