,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
327000,2020-10-24 17:58:13,36890292963032,fraud_Goyette-Gerhold,kids_pets,1.64,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950-04-05,00c492997f1ef2b710cd15ee722ea615,1382637493,33.765637,-81.839794,0
327001,2020-10-24 17:58:51,4198470814557,fraud_Kirlin and Sons,personal_care,2.61,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,c9ca1932c024438fc8bc67d159c48634,1382637531,41.287632,-95.13122,0
327002,2020-10-24 17:58:58,4861310130652566408,fraud_Crona and Sons,kids_pets,302.84,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,d5aeaaf724c1b3f659b4c3f2d5f94a17,1382637538,29.576507,-89.871801,0
327003,2020-10-24 17:59:01,2235613922823698,fraud_Padberg-Sauer,home,74.52,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,bc1a0e7fc5798baf5785fd0f81272fb2,1382637541,42.049341999999996,-103.863905,0
327004,2020-10-24 17:59:07,2296006538441789,fraud_Crona and Sons,kids_pets,18.31,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,2a525a14b928e055285ef90e13aaf9ca,1382637547,41.201431,-73.558284,0
327005,2020-10-24 17:59:14,4092452671396169678,"fraud_Windler, Goodwin and Kovacek",home,26.93,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,3813478cbc3cdb182095ab8d3a366c1b,1382637554,33.757439,-79.136296,0
327006,2020-10-24 17:59:21,3511378610369890,fraud_Kutch-Ferry,home,119.92,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,c41126eece490380a837da8ba89432a8,1382637561,33.965527,-85.54958,0
327007,2020-10-24 17:59:36,4952583804639909,"fraud_Kling, Howe and Schneider",home,33.4,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,63cdc3add7fb63f595bd6108ca1e9dd5,1382637576,41.809286,-80.994742,0
327008,2020-10-24 17:59:46,571465035400,fraud_Mayert Group,shopping_pos,115.82,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,e4c1dfafb28dac3631b3c62b07ef30ed,1382637586,42.041221,-108.70641599999999,0
327009,2020-10-24 17:59:58,2719496466799416,fraud_Berge-Hills,kids_pets,157.98,Sheila,Baker,F,8030 Walker Heights,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,1940-09-17,3d753fc08fa9023f560e21ca3fa4211e,1382637598,45.047832,-104.039978,0
327010,2020-10-24 18:00:13,502049568400,"fraud_Denesik, Powlowski and Pouros",home,124.31,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1962-02-13,d73d78bd0e0c9e16271a70c68e342fb3,1382637613,42.462232,-72.093532,0
327011,2020-10-24 18:00:47,213125815021702,"fraud_Bahringer, Osinski and Block",food_dining,27.35,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,1931-09-12,0b2fdc8369670be6244b4b8aad40b1a4,1382637647,42.776151,-74.204909,0
327012,2020-10-24 18:02:31,4956828990005111019,fraud_Goldner-Lemke,entertainment,23.42,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,1980-12-21,6fcf08408c6dccf025225e84cdede36d,1382637751,41.070537,-73.2458,0
327013,2020-10-24 18:02:52,4149635823017,fraud_Carroll PLC,health_fitness,33.49,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,30c1bf1dbdd70f7b3c6379c7712e8459,1382637772,33.756421,-85.56908299999999,0
327014,2020-10-24 18:04:10,4972228199573984,fraud_Friesen Ltd,health_fitness,34.99,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,67830d02b05e2db8df5d6bbbb22260c5,1382637850,33.372727000000005,-96.30973,0
327015,2020-10-24 18:04:39,3541687240161491,fraud_Leannon-Ward,food_dining,52.83,Mark,Nguyen,M,62631 Ashley Ramp Apt. 965,Sea Island,GA,31561,31.1989,-81.3322,298,"Engineer, structural",1963-04-22,ee6356002394ca0cb01b8388b315a10a,1382637879,30.359683,-81.707347,0
327016,2020-10-24 18:04:40,3560318482131952,"fraud_Koss, McLaughlin and Mayer",food_dining,6.18,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,1f43a2755933106d73c72f06fa38a27a,1382637880,34.327539,-86.733464,0
