,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
321000,2020-10-21 06:41:36,3540075240003197,fraud_Hackett-Lueilwitz,grocery_pos,22.99,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,1987-01-27,7ea6e7d638412a73d1fd6ff2f16c7358,1382337696,45.235566999999996,-93.028663,0
321001,2020-10-21 06:42:11,3530503964418806,fraud_Kilback and Sons,entertainment,10.99,David,Nichols,M,0638 Fred Ramp Suite 086,Palmdale,CA,93552,34.5715,-118.0231,171170,Chemical engineer,1963-06-04,5adcbc2478d0e54f23e357c1b06947bc,1382337731,35.37073,-118.630375,0
321002,2020-10-21 06:43:48,2231186809828225,fraud_Hudson-Ratke,grocery_pos,79.35,Katherine,Pennington,F,73869 Connie Prairie,Vienna,GA,31092,32.0913,-83.7922,7420,Phytotherapist,1957-01-15,66cb902f2a458d8a6e8e16ef8a14d4aa,1382337828,31.874415999999997,-83.391384,0
321003,2020-10-21 06:44:22,4502539526809429801,"fraud_Wiza, Schaden and Stark",misc_pos,244.56,Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,1926-08-27,59481492df0d96be3881bc9c438afaa6,1382337862,36.879366,-91.312492,0
321004,2020-10-21 06:46:12,345933964507467,fraud_Friesen-D'Amore,gas_transport,38.55,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,4d4c2706e4c475d9c2e9052d9caee8e1,1382337972,37.92292,-74.31397700000001,0
321005,2020-10-21 06:46:35,5501083170975659,fraud_Smitham-Schiller,grocery_net,70.49,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,5d06b0cab2e8c26c8b09cb8417e001ab,1382337995,40.928257,-80.780695,0
321006,2020-10-21 06:46:53,180046165512893,"fraud_Streich, Dietrich and Barton",shopping_net,14.6,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,b1e179c27c7052b9b180f33dc7b35953,1382338013,45.061034,-121.9855,0
321007,2020-10-21 06:47:29,6535328428560433,fraud_Balistreri-Nader,misc_pos,3.61,Michelle,Beck,F,2887 Olson Road Suite 439,Minneapolis,MN,55428,45.0632,-93.3811,1022298,Analytical chemist,1967-10-28,c5e78ee7bcdea70d8494d6136b959784,1382338049,45.876929,-93.888587,0
321008,2020-10-21 06:47:49,4536996888716062123,fraud_Morar Inc,grocery_net,56.31,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,a4a1303de97e1fc8dab9ead120914afd,1382338069,35.490844,-106.838867,0
321009,2020-10-21 06:48:21,213141712584544,"fraud_Towne, Walker and Borer",grocery_net,71.61,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,e82ee98252f4712d06e0479c9c4145a1,1382338101,32.79981,-89.80149899999999,0
321010,2020-10-21 06:48:35,4713464490314802,fraud_Schamberger-O'Keefe,grocery_pos,105.21,Wesley,Parker,M,7452 Browning Port,Mc Intosh,SD,57641,45.7084,-101.1546,295,"Designer, industrial/product",1981-01-26,05d4cde0b0526dbbc4db55f503f56577,1382338115,46.600575,-100.43261,0
321011,2020-10-21 06:51:10,374125201044065,"fraud_Schumm, Bauch and Ondricka",grocery_pos,86.4,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,6ff4763105114ee64553735debcbfde9,1382338270,38.345399,-77.27823199999999,0
321012,2020-10-21 06:53:38,3558881852140592,fraud_Jewess LLC,shopping_pos,9.73,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",1957-03-28,e8f1c081c4a70efe6f80affb00cd3c2e,1382338418,35.183744,-112.087415,0
321013,2020-10-21 06:56:32,4147608975828480,fraud_Pouros-Haag,shopping_pos,937.83,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,7b18547efe87c1022f22a0a7798337e1,1382338592,44.64585,-94.87521600000001,0
321014,2020-10-21 06:58:46,213193596103206,fraud_Torphy-Goyette,shopping_pos,139.07,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994-02-09,de383d9b754986867f171fe3955d3bd2,1382338726,46.234835,-84.540627,0
321015,2020-10-21 06:58:50,370877495212014,"fraud_Stokes, Christiansen and Sipes",grocery_net,60.28,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,a3d925e2113697eea524cf62bc83ab8c,1382338730,36.792351000000004,-81.306738,0
321016,2020-10-21 07:00:29,30364087349027,"fraud_Schumm, Bauch and Ondricka",grocery_pos,43.92,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,003716214c0d1e6662c709b88e5d1f65,1382338829,36.204452,-96.89129799999999,0
321017,2020-10-21 07:01:36,6011681934117244,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,9.78,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,37165,36.2835,-87.4581,70,Prison officer,1956-06-22,78ca2ff629e3ed69788884f1bab26f97,1382338896,36.854092,-87.355602,0
321018,2020-10-21 07:01:56,4079773899158,fraud_Gerlach Inc,shopping_net,132.59,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,c3f2e809808f9d6acd36db17dc5424f8,1382338916,45.448824,-117.02443799999999,0
321019,2020-10-21 07:02:34,6011104316292105,"fraud_Christiansen, Goyette and Schamberger",gas_transport,53.65,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,f7cdbef08bae3f41c2a7504fa4642b91,1382338954,37.869772999999995,-78.70358,0
321020,2020-10-21 07:02:34,3567879740649740,fraud_Kemmer-Buckridge,misc_pos,6.52,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,5ef0cead754663136939b2c4c84fbdce,1382338954,44.553175,-76.483632,0
321021,2020-10-21 07:02:42,30199621383748,fraud_Shields Inc,grocery_net,114.79,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,dfee19fe30da166d38126db85f37ad01,1382338962,32.467031,-96.80085,0
321022,2020-10-21 07:02:51,3541160328600277,"fraud_Tillman, Dickinson and Labadie",gas_transport,59.23,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,dc90e8e2f7df522caaec597f43340877,1382338971,38.996487,-89.30075,0
321023,2020-10-21 07:04:03,3547560454237873,"fraud_Heathcote, Yost and Kertzmann",shopping_net,5.72,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,b4d8b924f55aaa9ec4655f003aca91f1,1382339043,44.568736,-85.499137,0
