,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
305000,2020-10-14 07:16:40,213136802746375,"fraud_Schaefer, McGlynn and Bosco",gas_transport,62.26,Christine,Davis,F,736 Moss Motorway Suite 549,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",1955-01-20,8b2df0521780ee6ccb453d7fc71ce753,1381735000,35.311296999999996,-112.161626,0
305001,2020-10-14 07:18:58,4839615922685395,fraud_Kutch and Sons,grocery_pos,129.24,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,e48968774712f084ef41ceaccfa4d08f,1381735138,38.613238,-87.49712199999999,0
305002,2020-10-14 07:21:09,4469777115158234880,fraud_Bins-Rice,gas_transport,75.72,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,0ed403a7282c92be475c09f26274a237,1381735269,43.451165,-71.697835,0
305003,2020-10-14 07:21:38,4642255475285942,fraud_Doyle Ltd,grocery_pos,107.68,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,f8c8516f68e5805ace3c0964c5a57113,1381735298,39.468447,-110.23533300000001,0
305004,2020-10-14 07:24:39,213161231269724,fraud_Lind-Buckridge,entertainment,120.69,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,cb0075d3bbced513ef39dfdea3905d23,1381735479,33.551018,-85.274245,0
305005,2020-10-14 07:25:41,38588538868506,fraud_Huels-Hahn,gas_transport,34.87,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,224d93edb1c74c45f4544b37f5d05010,1381735541,30.937603999999997,-103.204669,0
305006,2020-10-14 07:27:03,349612764943496,"fraud_Nienow, Ankunding and Collier",misc_pos,36.25,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",1984-06-04,3bd31f529f1bacfa72892434b8e4f0d3,1381735623,37.271741999999996,-83.09055,0
305007,2020-10-14 07:28:05,4505383113689,fraud_Daugherty-Thompson,food_dining,17.14,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,e5faa765e08bd76036f0007444bf1183,1381735685,38.326366,-77.052773,0
305008,2020-10-14 07:28:15,3568255211412877,fraud_Block-Parisian,misc_net,8.41,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994-11-24,67d6e85d791300e6e6e745e83b0a1e77,1381735695,40.609552,-85.36157299999999,0
305009,2020-10-14 07:29:28,30082025922891,fraud_Howe Ltd,misc_pos,10.6,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,6bec675a69a56aa23c22496a99677f63,1381735768,26.416728000000003,-81.485311,0
