,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
319000,2020-10-20 13:39:09,4745996322265,fraud_Torphy-Goyette,shopping_pos,131.15,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,318b000d38863e4e9b259b934cf4ae1e,1382276349,41.957651,-86.130382,0
319001,2020-10-20 13:39:24,6011860238257910,fraud_Ziemann-Waters,health_fitness,12.03,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,fb20b5a0b1e73e2c2831bec1fad10b7b,1382276364,36.897395,-97.07315799999999,0
319002,2020-10-20 13:39:43,4497451418073897078,"fraud_Haley, Jewess and Bechtelar",shopping_pos,5.1,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,3076fbba8c3188cd33647952106719f9,1382276383,31.555157,-91.253877,0
319003,2020-10-20 13:39:53,3565996340207976,fraud_O'Keefe-Wisoky,food_dining,3.15,Warren,Daniels,M,23656 Harris Gardens Suite 698,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,1973-01-21,6e613751ec48a6c5580e2fb5e3c4b735,1382276393,31.871821999999998,-106.65673400000001,0
319004,2020-10-20 13:40:06,375237305371366,"fraud_Runte, Green and Emard",health_fitness,1.11,David,Erickson,M,616 Jimenez Meadow Apt. 701,East Rochester,NY,14445,43.1128,-77.4906,8019,Retail buyer,1928-06-26,c2eca677bff94a83a7c5c8bc3f8eca38,1382276406,42.716377,-76.822942,0
319005,2020-10-20 13:40:08,4488258847705225890,fraud_Osinski Inc,personal_care,20.08,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1929-08-23,7f6f880ede8633c90fdb728576c0d701,1382276408,33.710891,-81.898739,0
319006,2020-10-20 13:40:50,4998109455173950,fraud_Eichmann-Kilback,home,60.38,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,cfd4a96295765c4eaa1c247e3b07136d,1382276450,39.343559,-94.197152,0
319007,2020-10-20 13:40:57,4536996888716062123,"fraud_Cremin, Hamill and Reichel",misc_pos,8.85,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,c09f9cd8c2766285ae4cfa48fc05109c,1382276457,35.736124,-106.761748,0
319008,2020-10-20 13:41:34,348253506557335,fraud_Baumbach Ltd,personal_care,76.94,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,1948-03-22,b0d1799dce3a0a5a3afa0fda9f503d72,1382276494,30.212202,-87.837192,0
319009,2020-10-20 13:41:49,30364087349027,fraud_Champlin and Sons,home,86.16,Samuel,Sandoval,M,0005 Morrison Land,Mounds,OK,74047,35.8896,-96.0887,7163,Fitness centre manager,1982-02-05,2b9eeab1d88a05d8901acf9d056bffcc,1382276509,36.121709,-95.738584,0
319010,2020-10-20 13:41:54,3595192916105588,fraud_Zulauf LLC,personal_care,23.48,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,a2b4d742161c4ca62c1aef84f6b91945,1382276514,36.015136,-78.738174,0
319011,2020-10-20 13:42:11,4800395067176717,fraud_Ernser-Feest,home,4.44,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,cb418e8d7cacdba317e6fdbf7cc24c79,1382276531,40.805252,-97.570513,0
