,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
300000,2020-10-12 14:06:46,571314334723,fraud_Stamm-Witting,shopping_net,3.02,Lori,Mclean,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,"Sales professional, IT",1971-01-19,b6736bc326de3d5a6787f0f1ce6bd996,1381586806,39.896602,-80.70931800000001,0
300001,2020-10-12 14:07:07,4600155880464,"fraud_Mante, Luettgen and Hackett",health_fitness,20.24,Charles,Copeland,M,92213 Lee Well,West Palm Beach,FL,33404,26.7832,-80.0638,459921,"Administrator, arts",1969-09-08,ac9c588ff8e18347caeea1c707ad96a9,1381586827,27.771426,-79.13434699999999,0
300002,2020-10-12 14:07:18,6011252220172077,fraud_Douglas-White,entertainment,114.16,Melvin,Wright,M,210 Dean Causeway Suite 130,Alton,IA,51003,42.9782,-96.0173,1700,"Engineer, land",2001-12-19,c14c3af7aab94f6ba4c2b26ee3f22803,1381586838,42.80151,-96.566884,0
300003,2020-10-12 14:07:53,3595192916105588,fraud_Predovic Inc,shopping_net,4.36,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,87fe147ddf9630efe11acf1e4e266f09,1381586873,35.263875,-78.12391,0
300004,2020-10-12 14:07:54,3546897637165774,fraud_Kutch-Wilderman,home,100.35,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,1956-05-30,bc2c374166e507833b512481ac34c755,1381586874,31.904195,-95.996892,0
300005,2020-10-12 14:07:54,372520049757633,"fraud_Willms, Kris and Bergnaum",shopping_pos,167.38,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,31802bd27bd83bbadd7775d58542964c,1381586874,48.820681,-92.955422,0
300006,2020-10-12 14:07:57,342952484382519,"fraud_Medhurst, Cartwright and Ebert",personal_care,29.58,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,e97575f0ee2c576f91d5371aae5b556e,1381586877,41.817878,-73.611137,0
300007,2020-10-12 14:07:58,3558652751678952,fraud_Leannon-Nikolaus,travel,9.49,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1931-01-26,ea49481c6905ec4766ffbade3722382e,1381586878,32.804149,-93.684475,0
300008,2020-10-12 14:08:35,581686439828,fraud_Jewess LLC,shopping_pos,8.38,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,ac41f039c3e4c99ee8987da4d2fb4e22,1381586915,42.024069,-81.05669,0
300009,2020-10-12 14:08:49,4939976756738216,"fraud_Lubowitz, Terry and Stracke",personal_care,83.66,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,89ef6ace069f8f4ef41ebf9f84761569,1381586929,26.248696000000002,-99.39614,0
300010,2020-10-12 14:08:57,30407675418785,"fraud_Reichert, Rowe and Mraz",shopping_net,2.9,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,4c81ade48d327b0d4a0b6065ceb8e480,1381586937,42.476987,-75.933767,0
300011,2020-10-12 14:09:08,213174467670432,fraud_Leffler-Goldner,personal_care,84.4,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,0a6d8c42688e4011b9938325dba1c21d,1381586948,39.470846,-75.308894,0
300012,2020-10-12 14:09:19,2348245054386329,fraud_Bartoletti and Sons,personal_care,84.6,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,9b9946df61bc36c729d374185382842c,1381586959,42.877239,-79.27774000000001,0
300013,2020-10-12 14:10:20,676308307625,fraud_Kerluke-Abshire,shopping_net,1.83,Donald,Evans,M,1287 Michael Roads,Washoe Valley,NV,89704,39.2669,-119.8174,4290,Animal nutritionist,1989-12-10,ab8942108da18fdefda962e485e2b520,1381587020,38.699193,-120.56583899999998,0
300014,2020-10-12 14:10:32,6011893664860915,fraud_Effertz LLC,entertainment,195.31,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,12a2095c809822a53dba24815acd57cf,1381587032,39.268271999999996,-105.584879,0
300015,2020-10-12 14:10:56,213157767990030,fraud_Pouros-Haag,shopping_pos,3.12,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,c6aef04e5710a478f68e95c7212941d4,1381587056,42.143484,-110.073702,0
300016,2020-10-12 14:11:11,4265776278887457,"fraud_Hahn, Bahringer and McLaughlin",personal_care,2.39,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1954-01-05,23eb5c9542182972870469ac2454afa9,1381587071,34.991687,-92.617166,0
300017,2020-10-12 14:11:29,6011893664860915,fraud_O'Connell-Ullrich,home,16.41,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,23997ca44492add3f6dc10975b315f1f,1381587089,40.167747,-105.882529,0
300018,2020-10-12 14:12:23,3561963695236764,fraud_Langworth LLC,personal_care,69.31,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1984-03-03,a9fb1ce611e7f1a91fc0212dae53f097,1381587143,40.569796999999994,-71.77152,0
300019,2020-10-12 14:16:11,3511378610369890,fraud_Nienow PLC,entertainment,169.72,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,b43ec19a848542786a54e5efedf44128,1381587371,34.382816,-85.786365,0
300020,2020-10-12 14:16:23,3563837241599446,fraud_Swift PLC,kids_pets,10.8,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,af90291e13493b2b8baa4b9ac37593e3,1381587383,45.623165,-122.032992,0
300021,2020-10-12 14:16:30,3553629419254918,"fraud_Ledner, Hartmann and Feest",health_fitness,27.33,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,7e4e88fb1c418e994377f78693e227a9,1381587390,47.365403,-121.40418600000001,0
