,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
312000,2020-10-18 04:14:52,2358122155477959,fraud_Reichel Inc,entertainment,20.59,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",1924-10-30,9ee92fb34b2fb23d74439787be584ccf,1382069692,38.827218,-76.822622,0
312001,2020-10-18 04:15:35,4488258847705225890,fraud_Emmerich-Luettgen,grocery_net,119.05,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,1929-08-23,3627e6f0d9d5415318cf5ac2de00c096,1382069735,33.343206,-80.22191099999999,0
312002,2020-10-18 04:16:14,180065479077096,"fraud_Turner, Ruecker and Parisian",misc_pos,7.56,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,748cc4828ea724612d6bcab9def9d3e0,1382069774,39.804101,-75.95590200000001,0
312003,2020-10-18 04:17:01,4502539526809429801,"fraud_Weimann, Kuhic and Beahan",shopping_pos,2.02,Stephanie,Cummings,F,1025 Robin Square,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,1926-08-27,fee54d85188f077b1dddef350fae4d02,1382069821,36.361828,-90.778634,0
312004,2020-10-18 04:17:28,4585132874641,fraud_Huels-Nolan,gas_transport,70.23,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,89a81698792063b7a59c967fe391381e,1382069848,39.92115,-93.44566800000001,0
312005,2020-10-18 04:17:53,36890292963032,fraud_Mohr Inc,shopping_pos,1.34,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950-04-05,e2869c22148b358621b088746b593c2a,1382069873,33.372991,-80.989418,0
312006,2020-10-18 04:18:19,3523898249167098,fraud_Strosin-Cruickshank,grocery_pos,85.97,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,b4634ab5b30f2b6fc1486d6ad0bdbaff,1382069899,39.965118,-74.134872,0
312007,2020-10-18 04:19:05,639095706599,fraud_Halvorson Group,misc_pos,1.18,Kyle,Wilkinson,M,93970 Trujillo Causeway,Curlew,IA,50527,42.9633,-94.7975,223,Estate manager/land agent,1939-04-14,432c36d5dc57a545fa4d5a12944b3899,1382069945,43.157252,-95.316138,0
312008,2020-10-18 04:19:17,6524376634971418,"fraud_Raynor, Reinger and Hagenes",gas_transport,71.94,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1952-12-05,86f803b9fe0942e32618fd620b7be28d,1382069957,33.425961,-88.453475,0
312009,2020-10-18 04:19:21,501882822387,fraud_Bernhard-Lesch,food_dining,65.62,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,e40d35eece1ab9d4df05cae619be0bd4,1382069961,30.935708,-90.161437,0
312010,2020-10-18 04:21:40,2229378226512508,"fraud_Nienow, Ankunding and Collier",misc_pos,32.2,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,043aa179adbb8ca995e8b6104b597151,1382070100,42.857125,-90.754589,0
312011,2020-10-18 04:23:13,6011438889172900,"fraud_Schumm, Bauch and Ondricka",grocery_pos,225.52,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,7ad619b3a3ae9b75bcfa435afdbfb467,1382070193,34.551717,-92.181391,0
312012,2020-10-18 04:25:59,2283743876903625,fraud_Rempel PLC,grocery_net,21.1,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,60caaaae59867450bd290ff1b4c018bc,1382070359,33.485397,-83.66729699999999,0
312013,2020-10-18 04:26:11,30596478689301,fraud_Kuphal-Bartoletti,misc_net,9.78,Daniel,Graham,M,28223 Ward Summit Apt. 664,Arvada,CO,80005,39.8422,-105.1097,122111,Hotel manager,1987-05-23,edb9ee33bd5204050a0bc7de0bfd0b36,1382070371,39.528378000000004,-104.70124100000001,0
312014,2020-10-18 04:27:24,4503101193493052864,fraud_Miller-Harris,misc_net,133.77,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,1979-07-03,e724b8606fcf432fdd0421a171b90b03,1382070444,27.366362,-81.77584300000001,0
